artist_name,track_name,track_id
Dayglow,Can I Call You Tonight?,61OJxhoY3Ix50rYVKo8zRK
Britney Spears,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ
Childish Gambino,3005,5cc9Zbfp9u10sfJeKZ3h16
Taylor Swift,Gorgeous,1ZY1PqizIl78geGM4xWlEA
Bruno & Denner,Cavalo de Pau,74Le949TrZk4zwDjtWzH23
21 Savage,Bank Account,5eqK0tbzUPo2SoeZsov04s
Kendrick Lamar,Swimming Pools (Drank),6REbwUNlppTfcnV4d4ZoZi
Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK
Henrique & Juliano,Evento Cancelado - Ao Vivo,11fqunD6qlOCrRd88kMOk6
Drake,Privileged Rappers,7l2nxyx7IkBX5orhkALg0V
Frank Ocean,Chanel,6Nle9hKrkL1wQpwNfEkxjh
Aventura,Ella Y Yo - Featuring Don Omar,6G4U9avyBNEfP0fAIduev3
Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT
Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t
Strawberry Guy,Mrs Magic,0TZejo18HlJ86OrWNsXKnw
Rauw Alejandro,DE CAROLINA,6J3kt4eAqRffh5lBuHJJSO
Danna Paola,XT4S1S,7dMTCS9BLzBqYTlAuHP8TM
Playboi Carti,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf
ITZY,Cheshire,7ixVW7RobslvMrvlzHYLha
Cole Swindell,She Had Me At Heads Carolina,200x8ONbPfFzByUr3fVz46
Summer Walker,Deep,3LfHBTYZBTqmz43tvVXJBd
Kelsea Ballerini,Mountain With A View,2fBvSCdG3lDjImqJvnYtvq
Justin Quiles,Whiskey y Coco,0otoSS2m3QjbDLzsHMobgK
Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA
LISA,MONEY,7hU3IHwjX150XLoTVmjD0q
Ana Castela,Pipoco,7AwVSKaQxpidrtYBerkHKk
Feid,REMIX EXCLUSIVO,3eqCJfgJJs8iKx49KO12s3
Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f
Drake,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG
AnnenMayKantereit,Tom's Diner,0oA9wBGDY4uyILLg4GymWP
Dave,Location (feat. Burna Boy),3z4CGd63tpUn9a6oQSG0CI
