artist_name,track_name,track_id
Ha*Ash,Sé Que Te Vas (feat. Matisse) - HA-ASH Primera Fila - Hecho Realidad [En Vivo],42sSYBxc05zD6dTK0KBZIw
I Prevail,Bow Down,5qD3Qv8Wu3r5uRD0DahcZy
TOMORROW X TOGETHER,Fairy of Shampoo,5JXpZcc3CeQaC6vAF1iaV5
The Alchemist,Arrival,6quMGNh47CpSR5kmZSYSTK
HoneyWorks,Kawaikutegomen,4Mo0vn7a03pJ19uESUrH5a
Nathaniel Rateliff & The Night Sweats,S.O.B.,1VPUpUwtbpoRVXt0txVU0w
Montell Jordan,This Is How We Do It,6aJ90LBl96bly9zuEH1U2X
Daddy Yankee,Dura - Remix,6U2NuJILEOEpW2tVCuqKHb
Tom Twers,Falle Für Dich,1RUp6d887zj0N9CrTwYb1j
Jeremy Zucker,comethru (with Bea Miller),0PgYPBGqF6Wm5KFHQ81nq5
Marília Mendonça,Bye Bye - Ao Vivo,055TcJ0BdCrW7qE8Yq5KRM
Lauana Prado,Whisky Vagabund0 - Ao Vivo,0AXfTPzrAMfHchWf2aOVfA
Angus & Julia Stone,Stay With Me - Live From Spotify Berlin,2GiYPEgOA7hb7sqsEWX8df
Álvaro De Luna,Juramento eterno de sal,23E53f3C9SJ9MqBh1f6hEw
BAKI,Another Love - Hardstyle - Sped Up,5VhPhDGiJrc2rd7GbToA7z
Yury Pressão,Boy da Hilux,1RV2pxtbw337ICUt30xOKX
Lil Yachty,sHouLd i B?,5lrorOJfDv5rGUKqLDKqo8
HRVY,1 Day 2 Nights,2LAtELE0xGyMKcvNlxiyF3
Skrillex,XENA,1gMT8boiNdGWiYy7HQHyZk
Phoenix,Lisztomania,7fmJGzyvOcbh6UANsH8Cp6
Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h
Gabriela Rocha,"Espírito, Enche A Minha Vida / Ao Único",7pBc9SaG2iEqJTDnE9C9Rf
Skrillex,Still Here (with the ones that I came with),4cagZASntpw5soVIOcqRSF
James TW,Say Love,49PVaqTTK6qn8Ku5BIR8Gt
Alec Benjamin,Jesus in LA,0uLPKDuIhkIhttiwezNdiG
HARDY,TRUCK BED,73NzYbpaYvQ7JfpjztFESL
