artist_name,track_name,track_id
Limp Bizkit,Rollin' (Air Raid Vehicle),3IV4swNduIRunHREK80owz
Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm
Matheus & Kauan,Gatilho - Ao Vivo,42nZBOwXNdO24Ml032bLBS
Stray Kids,God’s Menu,4XPXrcpyNr30Km6aPiflJy
tobi lou,2hrs,0dGe86ljF6Xi19IxYc7aBn
Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC
Mustard,Pure Water (with Migos),3j84U36KvLeXNDPv4t5pI8
Yung Gravy,Betty (Get Money),4cacyP5c3PMlfnyjpg13xW
Cartel De Santa,Burbujas de Cristal,15yuvKhcoEtV5KwKxqHSwa
Gunna,P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD
Beyoncé,Love On Top,1z6WtY7X4HQJvzxC4UgkSf
Rubi,ONLY 4 LIFE - Remix,7jYwZOptDPesQgzj7vhsEF
Stray Kids,Thunderous,0nwTMzpatarzvLvtwwzdCt
Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ
Hugo & Guilherme,Cheiro de Balada - Ao Vivo,2ykYxd8UGHOsdjP3Z5jSHh
Beyoncé,ENERGY (feat. Beam),0314PeD1sQNonfVWix3B2K
Crush,Rush Hour (Feat. j-hope of BTS),5aucVLKiumD89mxVCB4zvS
Kodak Black,Super Gremlin,4A8cWXxKfIL3lAyUDzXbCF
Tyler Childers,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o
Drake,More M’s,29YW2xXlo6Pc6M0SBTCXYN
ITZY,LOCO,56Yxkm62GtEpnPyG7TvwLY
Cartel De Santa,Leve,00jpfco62YfQj1BBYCCuKH
Ivete Sangalo,Cria Da Ivete - Ao Vivo,4XpB5oBPuygG2Gbpi3PUhu
Rex Orange County,Sunflower,7h2nmmoWDi2UpfYKLKWLYB
Carlos Vives,La Bicicleta,0Gx4VrHzS7pZOEAGrmXXBH
One Direction,Kiss You,4My8w8AA1JpG6E5SiAPvJL
Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR
Wizkid,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm
Big Sean,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ
Foo Fighters,All My Life,6tsojOQ5wHaIjKqIryLZK6
ENHYPEN,SHOUT OUT,5Z2DNRAhs6r4VdINVkRhYY
Kygo,Dancing Feet (feat. DNCE),4RAR8g8fZNB106ezUurnE0
Kali Uchis,Worth the Wait (feat. Omar Apollo),6V91Cctseyb8yz67YQMDw3
Doja Cat,Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU
Ha*Ash,Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],3xrpI0GqWNMjMDOdXUOnK3
Lunay,Soltera - Remix,4t9a07PAghtQMRAIP9FQ7Z
Daya,"Sit Still, Look Pretty",6ZtiywT2Qm50a1uR0jlY35
AJR,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv
Don Omar,Hooka,0BenZn1xELuxhb7Pjwyjxv
Red Velvet,Feel My Rhythm,2oBMZYteeO8DyXV9gDx6Za
Andy Rivera,No Pinto Pajaritos,3uvgwwqNvWHc7S32PvPD7r
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh
Canserbero,Es Épico,2kd0T6zgABT8P0s2h9QU5O
George Ezra,Green Green Grass - Sped-Up,1gGeEcwqBNxVqjzjAWvS4N
Limp Bizkit,My Way,2gSVKxPDww9Eep5rdvtdem
Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6
Zoé,Soñé - En Vivo,2VhJ4nrPorAbySEgO4V0BS
Kevin Roldan,S.E.X.O,48UX3JH23V6syy4kAkGfhn
JID,Dance Now (feat. Kenny Mason),2WrldKXSBVbNNm3A9vJryi
Lil Baby,Pop Out (feat. Nardo Wick),0VOMBffX1llDu37yQUt3u3
Beyoncé,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0
PNAU,The Hard Way,7j57nadsCph2KI9eYuaum8
Marshmello,One Thing Right,4hPpVbbakQNv8YTHYaOJP4
Skillet,Hero,4CbKVDZkYKdv69I4bCaKUq
Arcángel,Infeliz,4z6wo6PJG4Fve45OXK6D9m
Ski Mask The Slump God,OOGA BOOGA!,4gKWtJGlhxKKSyV65llt2G
Mc Kitinho,Primeiro Beck Ela Me Mamou,4QQTPEwqE4Aq7LXSyIgSci
Zach Bryan,Motorcycle Drive By,2HbpYFQbairMoU2YFyOP2x
Taylor Swift,This Is Why We Can't Have Nice Things,07NxDD1iKCHbAldceD7QLP
Cartel De Santa,Los Mensajes del Whatsapp,2MJVc9F85EPNiSfD1KKhC9
Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h
Armani White,GOATED. (feat. Denzel Curry),2PWVxWymGDZKj5BZJB7dAR
Big Sean,Beware,6bxUnsSGZCmoHHU5auwtps
Puddle Of Mudd,She Hates Me,16DhvbuyvJob4Q9GHNYu2n
MC MENOR HR,O Neném Não É Neném,3KYALkrEFKFnRAAhAvQcYE
Beyoncé,PURE/HONEY,4DByEumlGTZKSzuVEZ35eo
Isaias Saad,Bondade de Deus,4VvsTSxSSAu8IRBpt3iDMR
Beyoncé,HEATED,1w7cgGZR86yWz1pA2puVJD
Lil Baby,Not Finished,2A0G0bPmlkUXUbvWqrAXzg
Trey Songz,Bottoms Up (feat. Nicki Minaj),4AYX69oFP3UOS1CFmV9UfO
Migos,MotorSport,4wFjTWCunQFKtukqrNijEt
Nas,"One Mic, One Gun",7CpXFEjLntpr4GdOhTtFEv
