artist_name,track_name,track_id
Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe
SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL
Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u
Rema,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8
David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK
NewJeans,OMG,65FftemJ1DbbZ45DUfHJXE
Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN
Yandel,Yandel 150,2oiixB9QMIzhWaHGVlQx4g
Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n
d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL
Harry Styles,As It Was,4LRPiXqCikLlN15c3yImP7
SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2
Chris Brown,Under The Influence,5IgjP7X4th6nMNDh4akUHb
NewJeans,Ditto,3r8RuvgbX9s7ammBn07D3W
Lizzy McAlpine,ceilings,2L9N0zZnd37dwF0clgxMGI
Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS
Feid,CHORRITO PA LAS ANIMAS,0CYTGMBYkwUxrj1MWDLrC5
Oliver Tree,Miss You,73vIOb4Q7YN6HeJTbscRx5
Tiësto,10:35,6BePGk3eCan4FqaW2X8Qy3
Meghan Trainor,Made You Look,0QHEIqNKsMoOY5urbzN48u
j-hope,on the street (with J. Cole),5wxYxygyHpbgv0EXZuqb9V
The Weeknd,I Was Never There,1cKHdTo9u0ZymJdPGSh6nq
Sabrina Carpenter,Nonsense,6dgUya35uo964z7GZXM07g
Eminem,Without Me,7lQ8MOhq6IN2w8EYcFNSUk
Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v
The Kid LAROI,Love Again,4sx6NRwL6Ol3V6m9exwGlQ
White Noise Baby Sleep,Clean White Noise - Loopable with no fade,2bRKxuH1o7pTmb1y4GfdEc
Shakira,Monotonía,6G12ZafqofSq7YtrMqUm76
SZA,Low,2GAhgAjOhEmItWLfgisyOn
Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4
Tory Lanez,The Color Violet,3azJifCSqg9fRij2yKIbWz
Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G
The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB
Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR
Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP
Eminem,Superman,4woTEX1wYOTGDqNXuavlRC
Wisin & Yandel,Besos Moja2,6OzUIp8KjuwxJnCWkXp1uL
One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ
Taylor Swift,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC
Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI
Seafret,Atlantis,1Fid2jjqsHViMX6xNH70hE
Fujii Kaze,Shinunoga E-Wa,0o9zmvc5f3EFApU52PPIyW
Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4
Joji,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ
Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV
Nicky Youre,Sunroof,4h4QlmocP3IuwYEj2j14p8
Elley Duhé,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly
Taylor Swift,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE
Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml
TV Girl,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM
XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW
The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag
Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3
Miley Cyrus,River,04CqLjewJiSAqM210vZAmT
King,Maan Meri Jaan,1418IuVKQPTYqt7QNJ9RXN
Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF
Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z
The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh
Lil Peep,Star Shopping,6Ox1rvlwEpB49drasQm6RF
MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),3rb0tMq42WfggucPm0HHkA
Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d
Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH
Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx
Billie Eilish,TV,3GYlZ7tbxLOxe6ewMNVTkw
Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG
The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5
Shakira,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V
21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k
Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7
RAYE,Escapism. - Sped Up,4rPJSqrov3zqGwXlemLBMw
Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd
Maroon 5,Memories,4cktbXiXOapiLBMprHFErI
The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8
The Neighbourhood,Softcore,2K7xn816oNHJZ0aVqdQsha
NewJeans,Attention,2pIUpMhHL6L9Z5lnKxJJr9
Marshmello,El Merengue,51FvjPEGKq2zByeeEQ43V9
Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS
XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah
John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a
James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP
Miguel,Sure Thing - Sped Up,559SdaPI7mqy9IQiscuaMj
Surf Curse,Freaks,7EkWXAI1wn8Ii883ecd9xr
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr
SZA,Shirt,2wSTnntOPRi7aQneobFtU4
Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B
The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW
g3ox_em,GigaChad Theme - Phonk House Version,7mLWNwcvwRdEviz6SfYp8A
NF,HOPE,12cZWGf5ZgLcKubEW9mx5q
Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn
Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s
Mc Tato,Luz do Luar,6eNRGL6Nkdg7RhJtmbcl0j
BTS,Run BTS,69xohKu8C1fsflYAiSNbwM
Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e
