artist_name,track_name,track_id
Eric Church,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h
Justin Bieber,Never Say Never,5GYbkDveRD2I8M5ZJ14hWn
Migos,Narcos,0wbnC9AUenxp613TYaJsGK
Rammstein,Armee der Tristen,514GW1c9Jn21KgZmO6mZIE
Mc Poze do Rodo,Me Sinto Abençoado,7HjZD0NPC1hzFpjUjo45GR
Kali Uchis,Como Te Quiero Yo,2VxQqF52M7IPkiLd4XmTNi
6LACK,Since I Have A Lover,1qtwebmDBKPQEggSKGoSfy
Juanes,Nada Valgo Sin Tu Amor,6QdwofpqDvvNxX88C9A0iQ
Zach Bryan,Let You Down,1HMFdKHDiHY0qmqdVH710d
Harry Styles,Meet Me in the Hallway,4u9Y4Z9i9VaAbBK7rW1Rha
Marco Antonio Solís,Invéntame,1nwdRwqxMlKl3c7Qh8KsrG
FLO,Cardboard Box,2rf9i0Enr8cw1JRME8Rsvq
Five Finger Death Punch,A Little Bit Off,6GqqGv8frU7kqzXkm2rewI
KHEA,Cómo Le Digo,0K0soSt52EhMS9FohRObdK
$uicideboy$,O Pana!,0cQvicmQo8syJ2Zv8aYDfN
The Kiffness,It's a Beautiful Day (Reprise),0mNi3gEjt1CmZVhXFFjx8d
Whethan,"LOCK IT UP (feat. Yeat, midwxst & Matt Ox)",3LkWdvgrJtFuM0ZoXKPlpH
$uicideboy$,I Dream of Chrome,3QQXpvZd9qmzHZ02wDf2im
Sebastian Yatra,Como Mirarte,0CXEPVeQDLgDBfvcsQpXq1
The Neighbourhood,Flawless,2Kt1XplPBQBsDKQDa6TssB
Ryan Mack,Forever and Ever and Always,5keXeMrCGBYXpJYQ0FFqjK
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),7nKBxz47S9SD79N086fuhn
Katy Perry,Chained To The Rhythm,7qvxFz3JodM0A7xEM7k3YD
Twenty One Pilots,House of Gold,36tghkPg1AO4HsAzo6YpPp
Eve,Bokurano,7F3R31tU4vNWrdsjNrURQX
Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW
Luke Combs,Even Though I'm Leaving,5Fhe63YOMZsGdB3CgCDuBi
Arctic Monkeys,One For The Road,6wNUBZNWFxdUGof6vkaykE
Gracie Abrams,Mess It Up,0PLhwCmQ7cC3ThRGPn3HxF
Beach House,Silver Soul,2LZ2CNbcbJrwh53pitRgom
Jack Stauber's Micropop,Baby Hotline,1R8kvV2AgNPCA2Pp4Im1Ao
Linkin Park,Somewhere I Belong,3agtg0x11wPvLIWkYR39nZ
Anne-Marie,Our Song,3fGW43fnu3OHEw6ohTC2Bw
Ricardo Arjona,La Mujer Que No Soñé,2rgH6C08H3J2AWlckoG9Vm
Dave,Screwface Capital,65TggCitjPK0sUXtwgOkN9
Taylor Swift,Back To December,3DrjZArsPsoqbLzUZZV1Id
Ricky Martin,La Mordidita (feat. Yotuel),00i0O74dXdaKKdCrqHnfXm
MC Rogerinho,Botadinha Saliente,0qYW2jULeN9giEty0ee9Fy
Mumford & Sons,I Will Wait,1fXiYSWmkKJfRKMegCkI11
Ricardo Arjona,Cómo Duele,4KRSPSD9KxXA5hIZtfgrhx
Bryant Myers,Un Ratito Mas,2SzgK8i6si6ETtu57nTdSn
TV Girl,Louise,263KsGZODTZouh3RFGNaLX
Dan + Shay,You,2xPV95cfbyusygMTxpa3SW
TWICE,Dance The Night Away,4DYIDSMIB5y2UmZFv9fxeX
Son By Four,A Puro Dolor - Balada,28upjDakWVnHAgW2anm273
Kevin Gates,Really Really,10I3CmmwT0BkOVhduDy53o
Chase Atlantic,Okay,492PZFHvGTm3RZZYeeUVWT
Faye Webster,Right Side of My Neck,3cxZT78mZDyLsLPJKcTu3U
Meghan Trainor,Don't I Make It Look Easy,0Bm2kjXM4w6JlwS6jpTmfO
