age,hours_per_day,while_working,instrumentalist,exploratory,tempo,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hiphop,frequency_jazz,frequency_kpop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rnb,frequency_rock,anxiety,depression,insomnia,music_effects,streaming_service_Other,streaming_service_Spotify,streaming_service_YouTube Music,fav_genre_Country,fav_genre_EDM,fav_genre_Folk,fav_genre_Gospel,fav_genre_Hip-Hop,fav_genre_Jazz,fav_genre_K-Pop,fav_genre_Latin,fav_genre_Lofi,fav_genre_Metal,fav_genre_Pop,fav_genre_R&B,fav_genre_Rock
-0.4,0.3333333333333333,1,0,1,79.0,3,0,0,0,2,2,1,2,0,3,0,3,2,1,3,8,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.5,-0.3333333333333333,1,0,1,126.0,3,0,0,0,0,3,0,2,0,1,0,3,3,0,1,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6,2.3333333333333335,1,0,1,185.0,2,0,2,0,0,2,1,0,0,1,3,3,1,3,5,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.2,1.3333333333333333,1,0,1,92.0,3,2,3,1,1,2,2,1,2,1,1,3,3,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,-0.6666666666666666,1,0,0,107.0,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,8,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3,-0.3333333333333333,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,3,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1,1.0,1,1,1,140.0,2,1,3,3,1,3,3,1,2,2,2,3,3,2,8,8,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,1,1,1,94.0,2,0,0,0,0,1,2,0,0,1,2,3,0,3,5,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5,0.0,1,1,1,160.0,1,1,0,3,1,1,2,0,0,1,1,2,2,2,8,8,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2,1.6666666666666667,1,0,1,174.0,0,0,3,0,0,2,0,1,0,0,1,2,2,2,6,8,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,0,1,136.0,1,3,2,1,0,3,1,0,3,2,1,3,3,2,6,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1,0.0,1,1,1,144.0,1,1,2,3,0,2,1,0,2,3,1,2,3,3,6,6,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,0,0,77.0,0,0,0,2,2,2,2,0,1,0,1,1,1,3,9,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,-0.3333333333333333,0,1,0,120.0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,7,7,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,-0.6666666666666666,0,0,0,40.0,1,0,1,1,0,1,1,0,0,1,2,2,1,3,10,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.3333333333333333,1,1,1,40.0,1,0,0,2,0,1,0,0,0,1,3,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,-0.3333333333333333,1,1,0,40.0,1,0,0,0,0,1,3,3,0,3,0,3,3,0,5,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,0.3333333333333333,1,0,1,194.0,1,2,1,1,0,2,2,1,0,0,2,2,1,3,6,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,0.3333333333333333,1,0,1,60.0,1,0,2,3,0,3,2,1,1,2,1,3,3,3,7,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,-0.6666666666666666,1,1,1,190.0,1,0,1,0,0,2,0,0,0,0,3,1,0,3,6,9,9,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1,-0.3333333333333333,0,0,0,87.0,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3,-0.3333333333333333,1,0,0,122.0,1,0,0,0,0,0,0,3,0,1,0,3,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.8,-0.6666666666666666,1,0,1,156.0,2,0,3,2,0,2,1,1,1,2,2,2,1,3,8,8,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,1,1,150.0,2,1,1,2,0,1,1,1,0,2,3,3,1,3,3,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,2.3333333333333335,1,0,1,194.0,0,1,2,2,0,2,1,1,1,2,3,3,2,3,8,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2,-0.6666666666666666,0,0,1,160.0,0,0,0,0,0,1,0,0,0,2,3,2,1,3,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,0.0,1,0,1,171.0,2,0,0,1,0,2,1,0,0,1,3,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,-0.5,1,0,0,95.0,0,0,0,1,0,2,0,1,0,1,3,2,0,3,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,0.0,1,1,1,114.0,2,0,0,3,1,1,1,3,0,2,0,2,2,2,8,9,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.1,-0.16666666666666666,1,1,0,148.0,2,1,3,1,0,2,3,0,1,1,2,1,1,2,8,8,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.9,-0.3333333333333333,1,0,0,119.0,1,2,0,1,3,0,0,0,1,0,0,2,1,2,3,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.2,0.6666666666666666,1,0,0,136.0,2,1,1,2,2,2,1,0,0,3,3,0,0,3,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.3333333333333333,1,0,1,141.0,1,0,0,1,0,2,1,0,0,2,0,3,2,2,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,-0.3333333333333333,0,0,0,146.0,1,0,0,1,0,1,0,0,0,0,3,1,0,2,1,7,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5,-0.3333333333333333,0,1,1,40.0,2,1,0,0,1,2,2,1,0,2,0,2,2,1,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,0,0,164.0,2,0,0,0,0,1,0,0,0,1,0,3,3,0,5,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.3,-0.6666666666666666,1,0,1,40.0,1,0,3,0,0,0,0,3,0,1,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.5,1,0,1,40.0,0,1,1,0,0,1,3,2,1,3,0,3,2,1,8,6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.6666666666666666,1,1,1,128.0,2,1,0,3,1,1,2,0,1,2,1,3,2,3,9,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7,-0.8333333333333334,0,0,1,40.0,0,0,1,2,1,2,1,0,2,0,0,3,2,3,4,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,-0.3333333333333333,1,0,0,40.0,0,1,1,1,0,0,0,1,0,2,1,2,0,3,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,-0.8333333333333334,0,0,0,40.0,2,0,0,2,0,0,0,0,0,1,0,3,1,2,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.3333333333333333,1,0,0,101.0,1,2,1,2,0,3,1,0,3,3,3,3,3,3,8,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,-0.16666666666666666,1,0,0,40.0,1,0,0,1,1,2,1,0,3,3,1,2,3,2,7,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3,-0.3333333333333333,1,1,1,98.0,3,0,0,1,1,2,2,3,1,3,0,2,3,0,7,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.5,-0.3333333333333333,0,0,1,145.0,0,2,1,2,1,1,0,1,0,2,0,3,1,3,10,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,-0.6666666666666666,1,0,1,94.0,1,2,1,1,0,2,1,0,0,1,1,3,2,3,7,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.3333333333333333,1,1,0,103.0,3,0,1,0,1,2,1,0,2,0,2,1,0,2,6,8,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.6666666666666666,1,0,0,40.0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,2,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5,-0.3333333333333333,1,1,0,112.0,1,0,3,1,0,0,0,0,0,1,1,2,1,3,7,4,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,-0.3333333333333333,1,1,1,40.0,3,1,1,3,0,1,0,0,0,2,2,1,0,3,7,5,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,-0.3333333333333333,1,0,1,118.0,1,1,0,0,2,2,1,3,0,1,0,2,3,0,6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1,-0.6666666666666666,1,1,1,40.0,2,2,1,3,0,0,0,1,1,0,3,1,0,3,3,6,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1,0.3333333333333333,1,0,1,113.0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,9,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9,-0.6666666666666666,0,1,1,162.0,2,2,1,2,0,1,0,0,0,0,2,2,0,3,8,5,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.3333333333333333,1,0,0,40.0,1,3,1,0,0,1,1,0,2,0,1,3,1,2,8,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.6666666666666666,1,0,1,111.0,2,1,0,2,1,1,2,1,1,1,3,2,1,3,9,9,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.6666666666666666,1,0,1,85.0,0,3,1,2,0,1,0,0,0,0,2,2,0,3,9,8,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2,1.3333333333333333,1,0,1,134.0,1,2,2,2,1,3,1,1,2,2,2,3,3,3,9,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,-0.3333333333333333,1,0,1,172.0,0,1,1,1,0,2,0,1,0,2,1,2,3,3,10,8,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.0,1,0,1,180.0,1,0,2,2,0,1,0,1,0,2,3,2,1,3,9,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.3333333333333333,1,0,0,120.0,1,0,1,1,1,1,1,0,0,1,0,3,1,2,7,7,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.0,1,0,1,76.0,2,0,2,2,0,0,0,0,0,1,1,1,1,3,9,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.3,0.0,1,0,1,130.0,1,1,1,3,1,2,1,0,1,2,0,1,2,1,9,9,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1,0.0,1,0,0,40.0,0,1,0,3,0,1,0,0,0,0,3,1,0,3,9,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.6666666666666666,1,1,1,109.0,2,1,3,1,1,1,2,2,0,1,3,2,2,2,10,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2,1.0,1,0,0,96.0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,6,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,0,0,0,148.0,2,0,1,0,0,3,1,1,0,1,0,2,3,0,8,6,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.1,-0.3333333333333333,0,0,1,40.0,2,1,2,1,0,2,0,0,0,0,3,2,2,3,8,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,-0.6666666666666666,0,1,1,129.0,1,0,1,1,0,1,1,0,1,1,1,3,1,3,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,-0.6666666666666666,1,0,1,81.0,2,1,2,1,0,2,1,1,0,0,0,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1,0.0,0,0,1,136.0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,10,10,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,0.0,1,0,1,155.0,1,0,0,2,0,3,2,0,2,2,0,3,1,3,8,9,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,-0.6666666666666666,0,0,0,40.0,0,0,2,0,0,1,0,2,2,1,0,3,2,2,4,9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,1.0,1,0,1,52.0,0,0,1,3,0,1,1,0,3,1,2,3,1,3,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6,0.3333333333333333,1,0,1,97.0,1,2,2,2,0,3,1,0,0,2,2,2,3,3,9,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.3333333333333333,1,0,1,92.0,2,1,1,2,0,2,1,1,2,3,3,2,2,3,8,6,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,-0.3333333333333333,1,1,1,100.0,0,2,1,3,2,1,1,1,1,1,2,1,3,3,6,5,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.1,0.0,1,0,1,120.0,2,1,1,3,0,1,2,0,0,2,2,3,1,3,8,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,1.6666666666666667,1,1,0,143.0,2,1,2,1,0,1,1,0,0,0,3,1,0,2,7,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3,0.0,1,1,1,118.0,2,0,0,1,0,0,2,0,0,1,1,2,0,3,10,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.3333333333333333,1,0,1,130.0,1,0,2,0,0,0,0,3,0,0,1,2,0,1,6,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4,1.3333333333333333,1,0,0,120.0,0,2,3,1,1,2,0,3,1,1,1,3,2,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,3.0,1,0,1,126.0,0,0,0,0,0,2,0,3,2,0,1,3,2,1,3,7,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2.0,1,0,1,158.0,1,1,1,2,0,0,1,1,1,3,2,3,0,2,9,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,-0.3333333333333333,1,0,1,160.0,1,1,1,1,1,2,2,2,0,0,1,3,1,2,5,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.6666666666666666,1,0,0,40.0,0,1,0,3,0,1,2,0,0,1,1,1,0,2,8,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9,-0.6666666666666666,0,0,0,119.0,0,3,0,0,0,2,0,0,0,0,0,3,1,2,8,10,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.9,-0.3333333333333333,1,0,1,120.0,2,0,2,1,0,1,1,0,0,1,3,1,1,3,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.3,0.3333333333333333,1,0,0,200.0,2,1,2,1,0,1,2,1,1,0,1,2,1,2,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7,-0.3333333333333333,1,1,1,136.0,1,0,0,2,0,2,1,0,0,0,2,3,1,3,7,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,1.0,1,0,1,104.0,2,0,0,1,0,1,2,0,0,0,1,2,0,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,0.3333333333333333,1,1,1,90.0,1,3,1,2,1,3,2,1,2,2,2,2,1,3,9,9,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2,-0.6666666666666666,0,0,0,120.0,0,0,0,0,0,2,0,0,1,0,0,2,1,3,3,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,1.0,1,0,1,89.0,2,1,0,3,1,0,1,0,0,2,2,1,0,3,9,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,-0.3333333333333333,0,1,1,95.0,2,2,2,1,0,1,0,0,0,1,3,3,1,3,7,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,0.6666666666666666,1,0,1,140.0,1,0,2,3,2,1,1,2,2,3,2,3,2,3,0,9,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.2,-0.5,0,0,1,92.0,1,0,3,2,0,2,0,1,2,0,0,3,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2,0.6666666666666666,1,1,1,120.0,2,1,0,1,0,0,1,0,0,0,3,1,0,3,6,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4,-0.3333333333333333,1,0,1,128.0,1,1,3,1,0,2,2,2,0,1,3,3,1,3,6,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.5,0.3333333333333333,1,1,1,140.0,3,1,1,2,1,3,2,3,2,3,3,3,2,2,8,9,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,1,1,40.0,0,0,1,1,0,1,0,0,0,1,0,1,0,3,6,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,0.6666666666666666,1,1,1,40.0,3,0,0,1,0,0,1,0,0,0,1,2,1,2,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1,0,1,136.0,1,1,3,1,0,2,0,0,0,1,1,2,2,2,8,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,-0.6666666666666666,0,0,0,132.0,2,1,0,0,0,1,0,0,2,0,2,1,1,3,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,1.0,1,1,1,107.0,3,2,2,2,2,3,3,1,2,2,1,3,3,2,9,4,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,0.3333333333333333,0,1,1,135.0,3,0,0,0,0,3,3,1,3,2,2,1,2,0,7,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,-0.3333333333333333,0,0,0,171.0,0,2,3,1,0,0,0,0,0,0,1,2,0,3,10,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.1,-0.3333333333333333,0,1,0,220.0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.6,-0.3333333333333333,1,0,0,171.0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,9,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.5,0.3333333333333333,1,0,1,85.0,1,1,3,1,0,1,1,0,0,3,1,2,0,1,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1,-0.3333333333333333,1,1,0,174.0,2,0,3,0,0,2,0,2,0,0,0,2,0,2,9,7,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2,1.0,1,0,1,87.0,0,0,2,2,0,1,0,2,2,0,0,3,3,1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0.0,1,0,1,77.0,1,0,2,1,0,3,1,0,2,1,2,3,2,2,6,6,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6,0.6666666666666666,1,0,1,126.0,1,0,3,1,0,0,0,0,0,2,1,3,0,3,10,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,-0.8333333333333334,1,1,0,136.0,1,2,2,0,0,0,1,0,0,0,1,2,1,2,6,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.6666666666666666,1,0,1,80.0,1,0,1,2,0,1,0,0,0,2,0,1,0,1,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2.3333333333333335,1,0,1,92.0,0,1,1,0,0,3,0,1,0,0,3,2,2,3,9,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2,-0.3333333333333333,1,0,0,120.0,1,0,2,1,0,1,2,2,2,2,0,3,3,3,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1,-0.8333333333333334,0,0,1,40.0,3,0,2,1,0,0,1,0,0,0,2,1,0,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,-0.6666666666666666,0,0,0,138.0,1,0,0,2,0,1,0,0,1,0,0,1,0,3,9,9,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.3333333333333333,1,1,1,150.0,2,0,1,0,0,0,0,0,0,0,3,1,0,3,5,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,1,0,1,108.0,1,3,0,2,1,1,0,0,0,0,1,2,0,3,0,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.1,0.0,0,0,1,119.0,1,3,1,2,0,2,1,2,0,0,0,3,3,2,8,4,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,-0.3333333333333333,1,0,1,125.0,1,3,1,2,1,0,0,0,1,1,2,1,0,2,7,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4,-0.6666666666666666,0,0,0,40.0,1,0,0,1,0,1,1,0,0,1,1,3,1,3,9,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.6666666666666667,1,1,1,40.0,3,0,1,1,0,0,2,0,0,0,0,0,0,1,5,7,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.6666666666666666,1,1,1,85.0,3,1,1,2,0,1,0,2,0,1,3,3,2,2,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.6666666666666666,0,0,1,113.0,3,0,0,2,0,1,0,0,1,0,0,0,0,2,4,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.1,-0.6666666666666666,0,0,1,86.0,1,0,0,1,0,0,0,0,0,1,1,3,0,2,3,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.6666666666666666,1,1,1,141.0,2,1,0,0,0,1,2,0,0,0,3,2,2,3,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,0.6666666666666666,1,0,1,97.0,1,0,3,2,0,2,1,0,2,3,3,1,0,2,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2,0.3333333333333333,1,0,1,40.0,1,2,2,0,0,2,0,1,0,2,3,3,3,3,7,8,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,1.6666666666666667,1,0,1,120.0,2,1,3,1,1,3,3,1,1,3,3,1,1,3,6,4,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1,-0.6666666666666666,0,0,0,144.0,1,0,0,0,0,0,0,0,0,2,1,3,1,3,5,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6,0.0,0,0,0,84.0,1,1,2,1,1,2,1,0,0,3,1,3,0,3,6,6,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,1.3333333333333333,1,0,0,84.0,0,0,1,0,1,3,0,0,0,1,1,1,1,1,8,9,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.1,-0.5,0,1,0,60.0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,8,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7,0.3333333333333333,1,1,1,81.0,2,0,2,1,0,1,2,2,0,3,0,2,1,0,8,6,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3,0.3333333333333333,1,0,1,150.0,2,1,0,1,1,1,0,0,0,0,3,2,1,3,8,8,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.7,2.3333333333333335,1,0,0,95.0,1,0,2,0,0,2,1,0,0,3,2,0,0,1,5,2,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2,-0.3333333333333333,1,1,1,138.0,3,0,1,1,0,2,2,0,1,1,1,2,2,3,6,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,-0.3333333333333333,1,0,0,40.0,1,0,0,1,0,0,2,1,0,2,1,2,1,3,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,1.0,1,0,1,140.0,2,1,3,1,1,1,3,2,0,2,2,2,2,3,8,8,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4,-0.8333333333333334,1,1,1,139.0,1,0,3,0,0,1,0,1,0,0,1,2,1,3,10,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,-0.3333333333333333,1,1,1,100.0,2,1,3,0,0,2,3,3,2,2,2,3,3,2,8,7,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,0.6666666666666666,1,0,1,40.0,1,0,1,1,0,1,0,1,0,1,2,3,1,3,8,8,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,0.0,1,1,1,120.0,1,1,0,2,0,2,3,0,1,0,2,3,3,3,8,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2,0.5,1,0,0,40.0,2,1,0,2,1,2,1,1,0,1,2,2,1,3,6,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.9,0.0,1,0,1,178.0,2,0,0,0,0,0,1,0,0,1,2,2,1,2,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
